0.99722,0.99699,0.99811,0.99978,0.99878,0.99888,0.99812,0.99698,0.99416,0.99801,1,0.99927,0.99984,0.99791,0.99894,0.99803,0.99843,0.99984,0.9994,0.99847,0.99822,0.99614,0.9961,0.99932,0.99963,0.99973,0.9976,0.99666,0.99677,0.99772,0.99963,0.99675,0.99703,0.99761,0.99703,0.99936,0.99486,0.99522,0.99822,0.99797,0.99775,0.99588,0.99455
0.99793,0.9977,0.99882,0.99923,0.99947,0.99955,0.99882,0.99769,0.99487,0.99872,0.99927,1,0.99923,0.99861,0.99955,0.99874,0.99914,0.99935,0.99975,0.99917,0.99892,0.99685,0.9968,0.99863,0.99923,0.99947,0.9983,0.99737,0.99745,0.99843,0.99903,0.99746,0.99774,0.99832,0.99773,0.99983,0.99557,0.99593,0.99893,0.99868,0.99846,0.9966,0.99526
0.99719,0.99695,0.99808,0.99977,0.99874,0.99884,0.99808,0.99694,0.99412,0.99797,0.99984,0.99923,1,0.99787,0.9989,0.998,0.9984,0.99983,0.99936,0.99843,0.99818,0.9961,0.99606,0.99935,0.9996,0.9997,0.99756,0.99662,0.99673,0.99768,0.99964,0.99671,0.99699,0.99757,0.99699,0.99933,0.99482,0.99518,0.99819,0.99793,0.99771,0.99585,0.99451
0.99924,0.99904,0.99968,0.99789,0.99908,0.99899,0.99963,0.99903,0.99622,0.99975,0.99791,0.99861,0.99787,1,0.9989,0.99969,0.99941,0.99799,0.99848,0.99937,0.99959,0.9982,0.99811,0.99728,0.99794,0.99813,0.99953,0.99872,0.99868,0.99973,0.9977,0.99878,0.99906,0.99955,0.99907,0.99852,0.99692,0.99727,0.99957,0.99974,0.99971,0.99794,0.99661
0.99821,0.99799,0.99909,0.99892,0.99961,0.99968,0.99908,0.99798,0.99516,0.99899,0.99894,0.99955,0.9989,0.9989,1,0.999,0.99936,0.99901,0.99946,0.9994,0.99918,0.99714,0.99709,0.99833,0.99895,0.99915,0.99858,0.99766,0.99772,0.99872,0.99873,0.99774,0.99802,0.99858,0.99803,0.9995,0.99586,0.99621,0.99918,0.99894,0.99873,0.99688,0.99555
0.99915,0.99893,0.99979,0.99801,0.99922,0.99912,0.99975,0.99892,0.99611,0.99981,0.99803,0.99874,0.998,0.99969,0.999,1,0.99956,0.99812,0.9986,0.9995,0.99969,0.99809,0.998,0.9974,0.99805,0.99825,0.99945,0.99861,0.99859,0.9996,0.99781,0.99869,0.99896,0.99953,0.99895,0.99866,0.99681,0.99717,0.99969,0.99982,0.99966,0.99783,0.9965
0.99877,0.99854,0.99963,0.99841,0.99961,0.9995,0.99962,0.99853,0.99571,0.99954,0.99843,0.99914,0.9984,0.99941,0.99936,0.99956,1,0.99852,0.99899,0.99978,0.99968,0.99769,0.99762,0.9978,0.99844,0.99865,0.99911,0.99821,0.99824,0.99925,0.99821,0.99829,0.99857,0.99915,0.99856,0.99905,0.99641,0.99677,0.9997,0.9995,0.99929,0.99744,0.9961
0.99731,0.99708,0.9982,0.99976,0.99887,0.99896,0.9982,0.99707,0.99425,0.99809,0.99984,0.99935,0.99983,0.99799,0.99901,0.99812,0.99852,1,0.99948,0.99856,0.9983,0.99623,0.99618,0.99924,0.99962,0.9998,0.99768,0.99675,0.99685,0.9978,0.99958,0.99683,0.99711,0.99769,0.99711,0.99945,0.99494,0.9953,0.99831,0.99805,0.99783,0.99597,0.99463
0.99779,0.99757,0.99868,0.99937,0.99933,0.99942,0.99868,0.99755,0.99473,0.99858,0.9994,0.99975,0.99936,0.99848,0.99946,0.9986,0.99899,0.99948,1,0.99903,0.99878,0.99671,0.99666,0.99877,0.99935,0.9996,0.99816,0.99723,0.99732,0.99829,0.99916,0.99732,0.9976,0.99817,0.99759,0.99983,0.99543,0.99579,0.99879,0.99854,0.99832,0.99645,0.99512
0.99872,0.99849,0.99958,0.99845,0.99961,0.99952,0.99956,0.99848,0.99567,0.99948,0.99847,0.99917,0.99843,0.99937,0.9994,0.9995,0.99978,0.99856,0.99903,1,0.99964,0.99765,0.99758,0.99784,0.99848,0.99869,0.99907,0.99817,0.99819,0.99921,0.99825,0.99825,0.99852,0.99909,0.99852,0.99909,0.99637,0.99672,0.99964,0.99944,0.99924,0.99739,0.99605
0.99896,0.99874,0.99975,0.9982,0.99939,0.99929,0.99971,0.99873,0.99591,0.9997,0.99822,0.99892,0.99818,0.99959,0.99918,0.99969,0.99968,0.9983,0.99878,0.99964,1,0.9979,0.99782,0.99759,0.99824,0.99844,0.99929,0.99841,0.99842,0.99945,0.998,0.99849,0.99876,0.99932,0.99877,0.99884,0.99661,0.99697,0.99974,0.99965,0.99947,0.99764,0.9963
0.99889,0.99912,0.99801,0.99613,0.99735,0.99724,0.998,0.99914,0.998,0.99812,0.99614,0.99685,0.9961,0.9982,0.99714,0.99809,0.99769,0.99623,0.99671,0.99765,0.9979,1,0.99939,0.99551,0.99618,0.99636,0.99848,0.99947,0.99897,0.9984,0.99593,0.99937,0.99906,0.99852,0.99906,0.99677,0.9987,0.99906,0.9979,0.99817,0.99839,0.99971,0.99839
0.99874,0.99894,0.99792,0.99608,0.99728,0.99718,0.99791,0.99896,0.99791,0.99803,0.9961,0.9968,0.99606,0.99811,0.99709,0.998,0.99762,0.99618,0.99666,0.99758,0.99782,0.99939,1,0.99548,0.99614,0.99631,0.99837,0.9992,0.99881,0.9983,0.99589,0.99911,0.99889,0.9984,0.9989,0.99671,0.99857,0.99887,0.99781,0.99807,0.99828,0.99932,0.99828
0.99659,0.99637,0.99748,0.99933,0.99814,0.99825,0.99749,0.99635,0.99353,0.99738,0.99932,0.99863,0.99935,0.99728,0.99833,0.9974,0.9978,0.99924,0.99877,0.99784,0.99759,0.99551,0.99548,1,0.99923,0.99912,0.99698,0.99603,0.99615,0.9971,0.99948,0.99611,0.9964,0.99697,0.9964,0.99872,0.99423,0.99459,0.99759,0.99733,0.99712,0.99525,0.99392
0.99725,0.99703,0.99814,0.99962,0.99877,0.99888,0.99813,0.99702,0.9942,0.99803,0.99963,0.99923,0.9996,0.99794,0.99895,0.99805,0.99844,0.99962,0.99935,0.99848,0.99824,0.99618,0.99614,0.99923,1,0.99961,0.99763,0.9967,0.9968,0.99776,0.99955,0.99677,0.99706,0.99762,0.99707,0.99931,0.9949,0.99525,0.99824,0.99799,0.99777,0.99592,0.99458
0.99744,0.99721,0.99833,0.99969,0.99899,0.99909,0.99833,0.9972,0.99438,0.99823,0.99973,0.99947,0.9997,0.99813,0.99915,0.99825,0.99865,0.9998,0.9996,0.99869,0.99844,0.99636,0.99631,0.99912,0.99961,1,0.99782,0.99688,0.99698,0.99794,0.99949,0.99696,0.99725,0.99782,0.99724,0.99957,0.99508,0.99543,0.99844,0.99818,0.99797,0.9961,0.99476
0.99944,0.99928,0.9994,0.99759,0.99878,0.99868,0.99936,0.99928,0.99651,0.99949,0.9976,0.9983,0.99756,0.99953,0.99858,0.99945,0.99911,0.99768,0.99816,0.99907,0.99929,0.99848,0.99837,0.99698,0.99763,0.99782,1,0.99899,0.99888,0.99967,0.99739,0.99905,0.99929,0.99962,0.99931,0.99821,0.99721,0.99756,0.99928,0.99951,0.99965,0.99822,0.9969
0.99938,0.99961,0.99853,0.99665,0.99786,0.99776,0.99852,0.99965,0.99748,0.99864,0.99666,0.99737,0.99662,0.99872,0.99766,0.99861,0.99821,0.99675,0.99723,0.99817,0.99841,0.99947,0.9992,0.99603,0.9967,0.99688,0.99899,1,0.99923,0.99892,0.99645,0.99978,0.99954,0.99903,0.99955,0.99728,0.99819,0.99854,0.99841,0.99868,0.9989,0.9992,0.99787
0.99913,0.99924,0.99852,0.99675,0.99792,0.99782,0.99851,0.99924,0.9972,0.99862,0.99677,0.99745,0.99673,0.99868,0.99772,0.99859,0.99824,0.99685,0.99732,0.99819,0.99842,0.99897,0.99881,0.99615,0.9968,0.99698,0.99888,0.99923,1,0.99884,0.99657,0.99924,0.9992,0.99893,0.9992,0.99737,0.99787,0.9982,0.99842,0.99866,0.99883,0.99877,0.99757
0.99943,0.99924,0.99957,0.99771,0.99891,0.99881,0.99952,0.99924,0.99642,0.99967,0.99772,0.99843,0.99768,0.99973,0.99872,0.9996,0.99925,0.9978,0.99829,0.99921,0.99945,0.9984,0.9983,0.9971,0.99776,0.99794,0.99967,0.99892,0.99884,1,0.99751,0.99898,0.99926,0.99969,0.99928,0.99834,0.99712,0.99747,0.99944,0.99968,0.99983,0.99814,0.9968
0.99701,0.99678,0.9979,0.99964,0.99855,0.99866,0.9979,0.99677,0.99395,0.99779,0.99963,0.99903,0.99964,0.9977,0.99873,0.99781,0.99821,0.99958,0.99916,0.99825,0.998,0.99593,0.99589,0.99948,0.99955,0.99949,0.99739,0.99645,0.99657,0.99751,1,0.99653,0.99682,0.99738,0.99682,0.99911,0.99465,0.995,0.99801,0.99775,0.99753,0.99567,0.99433
0.99945,0.99965,0.99861,0.99673,0.99795,0.99784,0.99859,0.99968,0.9974,0.99872,0.99675,0.99746,0.99671,0.99878,0.99774,0.99869,0.99829,0.99683,0.99732,0.99825,0.99849,0.99937,0.99911,0.99611,0.99677,0.99696,0.99905,0.99978,0.99924,0.99898,0.99653,1,0.99958,0.99912,0.99955,0.99737,0.99809,0.99846,0.99849,0.99877,0.99898,0.99912,0.99778
0.99962,0.9997,0.99888,0.99701,0.99822,0.99812,0.99886,0.99972,0.9971,0.99899,0.99703,0.99774,0.99699,0.99906,0.99802,0.99896,0.99857,0.99711,0.9976,0.99852,0.99876,0.99906,0.99889,0.9964,0.99706,0.99725,0.99929,0.99954,0.9992,0.99926,0.99682,0.99958,1,0.99936,0.99965,0.99765,0.9978,0.99815,0.99876,0.99903,0.99924,0.99881,0.99749
0.99954,0.99934,0.99944,0.99758,0.99881,0.99869,0.99943,0.99934,0.99654,0.99956,0.99761,0.99832,0.99757,0.99955,0.99858,0.99953,0.99915,0.99769,0.99817,0.99909,0.99932,0.99852,0.9984,0.99697,0.99762,0.99782,0.99962,0.99903,0.99893,0.99969,0.99738,0.99912,0.99936,1,0.99933,0.99823,0.99724,0.9976,0.99933,0.99961,0.99977,0.99827,0.99693
0.9996,0.9997,0.99888,0.99701,0.99822,0.99812,0.99886,0.99972,0.9971,0.99899,0.99703,0.99773,0.99699,0.99907,0.99803,0.99895,0.99856,0.99711,0.99759,0.99852,0.99877,0.99906,0.9989,0.9964,0.99707,0.99724,0.99931,0.99955,0.9992,0.99928,0.99682,0.99955,0.99965,0.99933,1,0.99764,0.9978,0.99814,0.99876,0.99902,0.99924,0.9988,0.99748
0.99784,0.99762,0.99874,0.99933,0.99939,0.99948,0.99874,0.9976,0.99478,0.99863,0.99936,0.99983,0.99933,0.99852,0.9995,0.99866,0.99905,0.99945,0.99983,0.99909,0.99884,0.99677,0.99671,0.99872,0.99931,0.99957,0.99821,0.99728,0.99737,0.99834,0.99911,0.99737,0.99765,0.99823,0.99764,1,0.99548,0.99584,0.99884,0.99859,0.99837,0.99651,0.99517
0.99761,0.99785,0.99673,0.99485,0.99606,0.99596,0.99672,0.99786,0.99927,0.99684,0.99486,0.99557,0.99482,0.99692,0.99586,0.99681,0.99641,0.99494,0.99543,0.99637,0.99661,0.9987,0.99857,0.99423,0.9949,0.99508,0.99721,0.99819,0.99787,0.99712,0.99465,0.99809,0.9978,0.99724,0.9978,0.99548,1,0.9996,0.99661,0.99688,0.9971,0.99896,0.99965
0.99797,0.9982,0.99708,0.9952,0.99642,0.99631,0.99707,0.99822,0.99892,0.99719,0.99522,0.99593,0.99518,0.99727,0.99621,0.99717,0.99677,0.9953,0.99579,0.99672,0.99697,0.99906,0.99887,0.99459,0.99525,0.99543,0.99756,0.99854,0.9982,0.99747,0.995,0.99846,0.99815,0.9976,0.99814,0.99584,0.9996,1,0.99697,0.99724,0.99746,0.99933,0.99931
0.99896,0.99874,0.99975,0.99821,0.9994,0.99929,0.99972,0.99873,0.99591,0.9997,0.99822,0.99893,0.99819,0.99957,0.99918,0.99969,0.9997,0.99831,0.99879,0.99964,0.99974,0.9979,0.99781,0.99759,0.99824,0.99844,0.99928,0.99841,0.99842,0.99944,0.99801,0.99849,0.99876,0.99933,0.99876,0.99884,0.99661,0.99697,1,0.99967,0.99948,0.99764,0.9963
0.99922,0.99901,0.99977,0.99795,0.99916,0.99905,0.99973,0.999,0.99618,0.99986,0.99797,0.99868,0.99793,0.99974,0.99894,0.99982,0.9995,0.99805,0.99854,0.99944,0.99965,0.99817,0.99807,0.99733,0.99799,0.99818,0.99951,0.99868,0.99866,0.99968,0.99775,0.99877,0.99903,0.99961,0.99902,0.99859,0.99688,0.99724,0.99967,1,0.99975,0.99791,0.99657
0.99943,0.99922,0.9996,0.99773,0.99895,0.99884,0.99956,0.99922,0.9964,0.9997,0.99775,0.99846,0.99771,0.99971,0.99873,0.99966,0.99929,0.99783,0.99832,0.99924,0.99947,0.99839,0.99828,0.99712,0.99777,0.99797,0.99965,0.9989,0.99883,0.99983,0.99753,0.99898,0.99924,0.99977,0.99924,0.99837,0.9971,0.99746,0.99948,0.99975,1,0.99813,0.99679
0.99863,0.99886,0.99775,0.99587,0.99709,0.99698,0.99774,0.99888,0.99826,0.99786,0.99588,0.9966,0.99585,0.99794,0.99688,0.99783,0.99744,0.99597,0.99645,0.99739,0.99764,0.99971,0.99932,0.99525,0.99592,0.9961,0.99822,0.9992,0.99877,0.99814,0.99567,0.99912,0.99881,0.99827,0.9988,0.99651,0.99896,0.99933,0.99764,0.99791,0.99813,1,0.99865
0.9973,0.99753,0.99641,0.99453,0.99575,0.99564,0.9964,0.99755,0.99957,0.99652,0.99455,0.99526,0.99451,0.99661,0.99555,0.9965,0.9961,0.99463,0.99512,0.99605,0.9963,0.99839,0.99828,0.99392,0.99458,0.99476,0.9969,0.99787,0.99757,0.9968,0.99433,0.99778,0.99749,0.99693,0.99748,0.99517,0.99965,0.99931,0.9963,0.99657,0.99679,0.99865,1
